Code,Latitude,Longitude,Score,StandardCivicNumber,StandardAddress,StandardCity,StandardStateorProvinceAbbrv,PostalZip,Frequency
A1B4J9,47.582285,-52.7087,2,1,,ST. JOHN&#39;S,NL,A1B4J9,2
T5J2T2,53.563047,-113.5181,2,1,,EDMONTON,AB,T5J2T2,2
L3K6L8,42.891572,-79.253867,2,1,,,,L3K6L8,2
X9B8T7,,0,0,,,,,X9B8T7,2
H1N3V2,45.587771,-73.527683,2,1,,MONTR問AL,QC,H1N3V2,2
R2K1M4,49.91395,-97.094074,2,1,,WINNIPEG,MB,R2K1M4,2
B4N3H1,45.073584,-64.441096,2,1,,NEW MINAS,NS,B4N3H1,2
B3L3T6,44.647122,-63.613469,2,1,,Halifax,NS,B3L3T6,2
B3L3S6,44.648146,-63.610959,2,1,,Halifax,NS,B3L3S6,2
T9M1S6,54.404787,-110.203788,2,1,,COLD LAKE,AB,T9M1S6,2
A9D1F3,,0,0,,,,,A9D1F3,2
R3H0P4,49.905709,-97.20659,2,1,,WINNIPEG,MB,R3H0P4,2
V8W1N5,48.42825,-123.367097,2,1,,VICTORIA,BC,V8W1N5,2
V1Y6S5,49.887316,-119.494058,2,1,,Kelowna,BC,V1Y6S5,2
V2L3J6,53.916335,-122.746924,2,1,,Prince George,BC,V2L3J6,2
V5T1Z3,49.261994,-123.148775,2,1,,VANCOUVER,BC,V5T1Z3,2
S7K0E2,52.117775,-106.610459,2,1,,SASKATOON,SK,S7K0E2,2
R7A6E2,49.846888,-99.924107,2,1,,BRANDON,MB,R7A6E2,2
R2G1L1,49.93338,-97.096765,2,1,,Winnipeg,MB,R2G1L1,2
L5T2S5,43.641222,-79.690129,2,1,,Mississauga,ON,L5T2S5,2
H3C2P8,45.498659,-73.554258,2,1,,MONTR問AL,QC,H3C2P8,2
C7E8D7,,0,0,,,,,C7E8D7,2
C0B1A7,46.519884,-63.880634,2,1,,,,C0B1A7,2
H2N1V3,45.538942,-73.645048,2,1,,MONTR問AL,QC,H2N1V3,2
H3L1Z3,45.549578,-73.658225,2,1,,MONTR問AL,QC,H3L1Z3,2
B4H4A1,45.811463,-64.220227,2,1,,AMHERST,NS,B4H4A1,2
B0K1L0,45.851054,-63.658815,2,1,,PUGWASH,NS,B0K1L0,2
B3J1P3,44.648878,-63.576396,2,1,,HALIFAX,NS,B3J1P3,2
T0B1N0,52.583523,-112.06788,2,1,,Forestburg,AB,T0B1N0,2
B7F8C1,,0,0,,,,,B7F8C1,2
H2M1K4,45.558675,-73.63425,2,1,,MONTR問AL,QC,H2M1K4,2
H1A1T1,45.662972,-73.494023,2,1,,POINTE-AUX-TREMBLES,QC,H1A1T1,2
H4B1W3,45.456013,-73.636665,2,1,,MONTR問AL,QC,H4B1W3,2
H2G2Y7,45.543719,-73.599976,2,1,,MONTR問AL,QC,H2G2Y7,2
B0B1B4,,0,0,,,,,B0B1B4,2
N1H3V4,43.548508,-80.253874,2,1,,GUELPH,ON,N1H3V4,2
T5M0T2,53.557752,-113.541175,2,1,,Edmonton,AB,T5M0T2,2
G1R2B5,46.804425,-71.226031,2,1,,QU問BEC,QC,G1R2B5,2
T5I5J9,,0,0,,,,,T5I5J9,2
J3L3V8,45.542033,-73.094149,2,1,,Richelieu,QC,J3L3V8,2
T5A5A1,53.601239,-113.421275,2,1,,Edmonton,AB,T5A5A1,2
H1E7S2,45.643911,-73.573056,2,1,,MONTR問AL,QC,H1E7S2,2
E1E2C8,46.079107,-64.818243,2,1,,,,E1E2C8,2
B4D4C7,,0,0,,,,,B4D4C7,2
T0M0S0,51.431247,-114.033094,2,1,,Crossfield,AB,T0M0S0,2
T1A2Y4,50.026285,-110.669165,2,1,,Medicine Hat,AB,T1A2Y4,2
T2P4Y2,51.055118,-114.12306,2,1,,CALGARY,AB,T2P4Y2,2
B4V7P2,44.391419,-64.527647,2,1,,BRIDGEWATER,NS,B4V7P2,2
B4A7F8,44.725199,-63.667093,2,1,,,,B4A7F8,2
R7A7A4,49.835861,-99.938837,2,1,,Brandon,MB,R7A7A4,2
T1J2K1,49.68846,-112.835756,2,1,,LETHBRIDGE,AB,T1J2K1,2
K1M2A6,45.442181,-75.681922,2,1,,Ottawa,ON,K1M2A6,2
M5H3B9,43.648626,-79.385103,2,1,,TORONTO,ON,M5H3B9,2
K1G3J8,45.418184,-75.649937,2,1,,OTTAWA,ON,K1G3J8,2
R8N0J9,55.747097,-97.835,2,1,,Thompson,MB,R8N0J9,2
B0C1H0,46.281685,-60.537511,2,1,,Victoria,NS,B0C1H0,2
X3K3K2,,0,0,,,,,X3K3K2,2
V0N1V6,49.438103,-123.477549,2,1,,GIBSONS,BC,V0N1V6,2
C9B3C3,,0,0,,,,,C9B3C3,2
J3G4H9,45.563376,-73.197269,2,1,,BELOEIL,QC,J3G4H9,2
T4N3M4,52.288217,-113.792783,2,1,,RED DEER,AB,T4N3M4,2
T6B0A7,53.512394,-113.426751,2,1,,Edmonton,AB,T6B0A7,2
N3R7J7,43.16261,-80.25438,2,1,,Brantford,ON,N3R7J7,2
S3C9A2,,0,0,,,,,S3C9A2,2
T0L2C0,51.061819,-115.160223,2,1,,EXSHAW,AB,T0L2C0,2
R7A7L2,49.842714,-99.892871,2,1,,BRANDON,MB,R7A7L2,2
H2R3C3,45.709531,-73.629173,2,1,,MONTR問AL,QC,H2R3C3,2
R2H0R8,49.882373,-97.121001,2,1,,Winnipeg,MB,R2H0R8,2
R7A7L4,49.840622,-99.947914,2,1,,Brandon,MB,R7A7L4,2
J0J1L0,45.190093,-73.405795,2,1,,napierville,QC,J0J1L0,2
P0E1E0,44.871593,-79.796181,2,1,,Honey Harbour,ON,P0E1E0,2
M4W3L4,43.669382,-79.390332,2,1,,TORONTO,ON,M4W3L4,2
V6B1B8,49.284118,-123.109339,2,1,,Vancouver,BC,V6B1B8,2
V6V1V2,49.193072,-123.075198,2,1,,Richmond,BC,V6V1V2,2
B0P1T0,45.106015,-64.41583,2,1,,Port Williams,NS,B0P1T0,2
S4S6K6,50.404886,-104.621501,2,1,,REGINA,SK,S4S6K6,2
T6B2L5,53.518715,-113.434651,2,1,,Edmonton,AB,T6B2L5,2
K1H7Z5,45.379418,-75.668079,2,1,,OTTAWA,ON,K1H7Z5,2
E8B2D5,47.65367,-67.305423,2,1,,,,E8B2D5,2
T7Z1R8,53.5267,-114.009611,2,1,,Stony Plain,AB,T7Z1R8,2
T8N1M9,53.681509,-113.567932,2,1,,ST ALBERT,AB,T8N1M9,2
T5W2A9,53.568234,-113.396182,2,1,,EDMONTON,AB,T5W2A9,2
M6A1L9,43.718812,-79.463675,2,1,,North York,ON,M6A1L9,2
M5K3C5,43.648528,-79.38534,2,1,,,,M5K3C5,2
H2K3J6,45.529432,-73.549691,2,1,,MONTR問AL,QC,H2K3J6,2
L0G1T0,44.001533,-79.686605,2,1,,King,ON,L0G1T0,2
N0H1S0,44.692152,-80.931855,2,1,,Georgian Bluffs,ON,N0H1S0,2
B1L1A5,46.064858,-60.32829,2,1,,SYDNEY,NS,B1L1A5,2
B0W1L0,44.002117,-65.912622,2,1,,YARMOUTH,NS,B0W1L0,2
H2V1V9,45.519373,-73.609408,2,1,,OUTREMONT,QC,H2V1V9,2
L6R2K7,43.732666,-79.763616,2,1,,Brampton,ON,L6R2K7,2
L6W4K6,43.693623,-79.751264,2,1,,Brampton,ON,L6W4K6,2
E8K1A1,47.665181,-65.685408,2,1,,Beresford,NB,E8K1A1,2
H2K3G4,45.530717,-73.5507,2,1,,MONTR問AL,QC,H2K3G4,2
H2K3N7,45.531,-73.556372,2,1,,MONTR問AL,QC,H2K3N7,2
H2K3K1,45.530072,-73.551253,2,1,,MONTR問AL,QC,H2K3K1,2
P0L1M0,49.416866,-82.455027,2,1,,HARTY,ON,P0L1M0,2
V6E2Y3,49.285518,-123.122954,2,1,,VANCOUVER,BC,V6E2Y3,2
N1H7L6,43.55826,-80.286913,2,1,,GUELPH,ON,N1H7L6,2
N2G1A1,43.449735,-80.489473,2,1,,Kitchener,ON,N2G1A1,2
N1R6J6,43.394852,-80.32414,2,1,,Cambridge,ON,N1R6J6,2
L7R2E3,43.347072,-79.797545,2,1,,Burlington,ON,L7R2E3,2
L4N5R7,44.380895,-79.713107,2,1,,BARRIE,ON,L4N5R7,2
M6K3C5,43.639709,-79.418307,2,1,,Toronto,ON,M6K3C5,2
L6H0C3,43.495863,-79.679414,2,1,,OAKVILLE,ON,L6H0C3,2
L4W0A5,43.660455,-79.601232,2,1,,MISSISSAUGA,ON,L4W0A5,2
M1H3E3,43.777712,-79.251152,2,1,,Scarborough,ON,M1H3E3,2
H2L3B5,45.518599,-73.553832,2,1,,MONTR問AL,QC,H2L3B5,2
J0H1X0,45.635658,-72.900586,2,1,,SAINTE-ROSALIE,QC,J0H1X0,2
K0H2K0,44.660134,-76.732678,2,1,,PARHAM,ON,K0H2K0,2
R3K0Z8,49.876845,-97.304478,2,1,,Winnipeg,MB,R3K0Z8,2
B3J2L2,44.642329,-63.578621,2,1,,HALIFAX,NS,B3J2L2,2
H2K4E9,45.526996,-73.559528,2,1,,MONTR問AL,QC,H2K4E9,2
E1C1W1,46.091966,-64.77884,2,1,,MONCTON,NB,E1C1W1,2
J3E2G2,45.580702,-73.344454,2,1,,SAINTE-JULIE,QC,J3E2G2,2
R1N2H2,49.985628,-98.294252,2,1,,PORTAGE LA PRAIRIE,MB,R1N2H2,2
R1N0M1,49.97336,-98.29467,2,1,,PORTAGE LA PRAIRIE,MB,R1N0M1,2
B2V1E6,44.671167,-63.497479,2,1,,Halifax,NS,B2V1E6,2
B4V2W9,44.503668,-65.19937,2,1,,Bridgewater,NS,B4V2W9,2
R8A1N1,54.765334,-101.855527,2,1,,FLIN FLON,MB,R8A1N1,2
R8N1Y7,55.735172,-97.881762,2,1,,THOMPSON,MB,R8N1Y7,2
H2P2K6,45.54057,-73.632186,2,1,,MONTR問AL,QC,H2P2K6,2
B0P1R0,44.980619,-64.94809,2,1,,GREENWOOD,NS,B0P1R0,2
J2C2B3,45.900709,-72.527155,2,1,,DRUMMONDVILLE,QC,J2C2B3,2
R3B2G9,49.890536,-97.140493,2,1,,Winnipeg,MB,R3B2G9,2
P8N1A7,49.785302,-92.833293,2,1,,Dryden,ON,P8N1A7,2
R8N0C6,55.741537,-97.871817,2,1,,THOMPSON,MB,R8N0C6,2
J5B0A1,45.386092,-73.549988,2,1,,DELSON,QC,J5B0A1,2
H1J3A4,45.620971,-73.555747,2,1,,ANJOU,QC,H1J3A4,2
H3T1Y8,45.499659,-73.622026,2,1,,MONTR問AL,QC,H3T1Y8,2
H3B1A6,45.50734,-73.565899,2,1,,MONTR問AL,QC,H3B1A6,2
H7S0A1,45.589201,-73.728609,2,1,,LAVAL,QC,H7S0A1,2
G1N4A8,46.796282,-71.276032,2,1,,Sainte-Foy,QC,G1N4A8,2
G1N4L6,46.829543,-71.350664,2,1,,QU問BEC,QC,G1N4L6,2
H2K3G5,45.530896,-73.551088,2,1,,MONTR問AL,QC,H2K3G5,2
J3G1H1,45.550145,-73.226468,2,1,,MCMASTERVILLE,QC,J3G1H1,2
B3J3S9,44.641042,-63.584282,2,1,,Halifax,NS,B3J3S9,2
T5N2R1,53.557437,-113.565935,2,1,,EDMONTON,AB,T5N2R1,2
M5C3G5,43.652548,-79.379227,2,1,,TORONTO,ON,M5C3G5,2
N1G0B4,43.515358,-80.226546,2,1,,GUELPH,ON,N1G0B4,2
T5J3T2,53.539588,-113.500964,2,1,,EDMONTON,AB,T5J3T2,2
T2P4K7,51.045184,-114.068104,2,1,,CALGARY,AB,T2P4K7,2
C2B0D2,,0,0,,,,,C2B0D2,2
J3E2V6,45.574172,-73.322343,2,1,,SAINTE-JULIE,QC,J3E2V6,2
G7H1T5,48.428527,-71.055007,2,1,,CHICOUTIMI,QC,G7H1T5,2
J8T6K2,45.470874,-75.700922,2,1,,GATINEAU,QC,J8T6K2,2
E8E2E2,47.983999,-66.287177,2,1,,CHARLO,NB,E8E2E2,2
G1E3L7,46.852654,-71.197789,2,1,,QU問BEC,QC,G1E3L7,2
J0H2G0,45.672239,-73.177248,2,1,,St-charles-sur-richelieu,QC,J0H2G0,2
R8N0N4,55.742546,-97.845334,2,1,,Thompson,MB,R8N0N4,2
M8X2Y8,43.649129,-79.49964,2,1,,Etobicoke,ON,M8X2Y8,2
H3S1T5,45.497627,-73.633402,2,1,,MONTR問AL,QC,H3S1T5,2
N8H3B4,42.049895,-82.599983,2,1,,Leamington,ON,N8H3B4,2
N8H3A5,42.045991,-82.600325,2,1,,LEAMINGTON,ON,N8H3A5,2
N8H3C4,42.037146,-82.599613,2,1,,Leamington,ON,N8H3C4,2
L4G3H2,44.000056,-79.466983,2,1,,AURORA,ON,L4G3H2,2
L4G3G8,43.976297,-79.447279,2,1,,AURORA,ON,L4G3G8,2
N9B3Y6,42.293677,-83.056403,2,1,,Windsor,ON,N9B3Y6,2
N1H6N6,43.543457,-80.270774,2,1,,GUELPH,ON,N1H6N6,2
N2C2R5,43.428107,-80.478734,2,1,,KITCHENER,ON,N2C2R5,2
N2G4G2,43.450578,-80.487559,2,1,,KITCHENER,ON,N2G4G2,2
N1E6K2,43.588516,-80.274698,2,1,,Guelph,ON,N1E6K2,2
K9V4S4,44.354498,-78.730276,2,1,,LINDSAY,ON,K9V4S4,2
M2N5N8,43.766877,-79.412388,2,1,,NORTH YORK,ON,M2N5N8,2
M2N6E8,43.762451,-79.406993,2,1,,NORTH YORK,ON,M2N6E8,2
P7E4K5,48.369509,-89.278598,2,1,,THUNDER BAY,ON,P7E4K5,2
N6A5L1,42.996124,-81.206754,2,1,,LONDON,ON,N6A5L1,2
P0T2W0,48.784065,-87.100964,2,1,,Terrace Bay,ON,P0T2W0,2
P0T2E0,48.712947,-86.374428,2,1,,Marathon,ON,P0T2E0,2
P3C5E7,46.497666,-80.994301,2,1,,SUDBURY,ON,P3C5E7,2
N8A4C4,42.596627,-82.386238,2,1,,Wallaceburg,ON,N8A4C4,2
L4M5K3,44.409185,-79.683125,2,1,,Barrie,ON,L4M5K3,2
K8A4G4,45.833016,-77.148737,2,1,,PEMBROKE,ON,K8A4G4,2
K8A5P1,45.828835,-77.109002,2,1,,PEMBROKE,ON,K8A5P1,2
P9A1N4,48.611915,-93.386838,2,1,,FORT FRANCES,ON,P9A1N4,2
P3E3G5,46.491,-80.990723,2,1,,SUDBURY,ON,P3E3G5,2
K9J7M3,44.278226,-78.359955,2,1,,Peterborough,ON,K9J7M3,2
L5R1C6,43.619562,-79.670526,2,1,,Mississauga,ON,L5R1C6,2
P9A3L2,48.611209,-93.421838,2,1,,FORT FRANCES,ON,P9A3L2,2
P4N6M9,48.478742,-81.328837,2,1,,Timmins,ON,P4N6M9,2
L3C7C1,43.012051,-79.270056,2,1,,WELLAND,ON,L3C7C1,2
P1B8H1,46.215107,-79.361096,2,1,,NORTH BAY,ON,P1B8H1,2
N6A4X5,42.979578,-81.250615,2,1,,LONDON,ON,N6A4X5,2
K7L4X4,44.228085,-76.526372,2,1,,KINGSTON,ON,K7L4X4,2
N7T7L2,43.046307,-82.190373,2,1,,SARNIA,ON,N7T7L2,2
P7E5T2,48.382095,-89.268479,2,1,,THUNDER BAY,ON,P7E5T2,2
P9N2K4,49.768953,-94.488907,2,1,,KENORA,ON,P9N2K4,2
P9N3Z7,49.767255,-94.52239,2,1,,KENORA,ON,P9N3Z7,2
K9J7A1,44.311528,-78.322826,2,1,,PETERBOROUGH,ON,K9J7A1,2
P6B6G7,46.512248,-84.314256,2,1,,SAULT STE MARIE,ON,P6B6G7,2
N0K1E0,43.503855,-81.294003,2,1,,DUBLIN,ON,N0K1E0,2
L8P1H6,43.254872,-79.867805,2,1,,Hamilton,ON,L8P1H6,2
L8N3R9,43.25286,-79.861112,2,1,,HAMILTON,ON,L8N3R9,2
L7R3Z2,43.329353,-79.806607,2,1,,BURLINGTON,ON,L7R3Z2,2
L7R2Y2,43.341153,-79.801531,2,1,,Burlington,ON,L7R2Y2,2
N9A6K1,42.320848,-83.034027,2,1,,WINDSOR,ON,N9A6K1,2
N3T5V3,43.147955,-80.265694,2,1,,BRANTFORD,ON,N3T5V3,2
L1R2K6,43.919352,-78.93991,2,1,,WHITBY,ON,L1R2K6,2
L1J7C4,43.909942,-78.894649,2,1,,OSHAWA,ON,L1J7C4,2
L5R1C5,43.618775,-79.671396,2,1,,Mississauga,ON,L5R1C5,2
P4N7H7,48.475793,-81.296451,2,1,,TIMMINS,ON,P4N7H7,2
L2R7P4,43.173168,-79.247716,2,1,,Saint Catharines,ON,L2R7P4,2
N4N3A1,44.159169,-81.019668,2,1,,HANOVER,ON,N4N3A1,2
N3T5M8,43.143919,-80.226607,2,1,,BRANTFORD,ON,N3T5M8,2
N0G1L0,44.297983,-81.094706,2,1,,chesley,ON,N0G1L0,2
K7R4B2,44.254946,-76.94793,2,1,,Napanee,ON,K7R4B2,2
P6A2K7,46.509375,-84.327257,2,1,,SAULT STE MARIE,ON,P6A2K7,2
R3T1T5,49.829384,-97.171875,2,1,,Winnipeg,MB,R3T1T5,2
E6E3E0,46.083947,-67.203325,2,1,,,,E6E3E0,2
E4L3N5,45.898309,-64.360351,2,1,,Sackville,NB,E4L3N5,2
E4L1B1,45.939743,-64.391451,2,1,,SACKVILLE,NB,E4L1B1,2
B3B1T3,44.685479,-63.595318,2,1,,Dartmouth,NS,B3B1T3,2
J3L5K5,45.442312,-73.295585,2,1,,CHAMBLY,QC,J3L5K5,2
J8Y3Y7,45.444672,-75.735278,2,1,,GATINEAU,QC,J8Y3Y7,2
N8W4P6,42.30698,-82.974287,2,1,,Windsor,ON,N8W4P6,2
N9G1C7,42.25254,-83.029418,2,1,,WINDSOR,ON,N9G1C7,2
N9A6G9,42.304915,-83.032638,2,1,,Windsor,ON,N9A6G9,2
N0L2P0,42.595879,-81.589594,2,1,,WEST LORNE,ON,N0L2P0,2
N0B2T0,43.475752,-80.765017,2,1,,wellesley,ON,N0B2T0,2
N2L1B8,43.459316,-80.517661,2,1,,Waterloo,ON,N2L1B8,2
M9V2X7,43.74016,-79.566618,2,1,,ETOBICOKE,ON,M9V2X7,2
M4P2L1,43.689887,-79.384941,2,1,,Toronto,ON,M4P2L1,2
M1H1A1,43.743098,-79.305859,2,1,,Scarborough,ON,M1H1A1,2
M6H2P5,43.66055,-79.426417,2,1,,Toronto,ON,M6H2P5,2
P4N6N5,48.482473,-81.326945,2,1,,TIMMINS,ON,P4N6N5,2
N4G1G6,42.868874,-80.744161,2,1,,Tillsonburg,ON,N4G1G6,2
P7C3R6,48.392709,-89.24551,2,1,,Thunder Bay,ON,P7C3R6,2
P7B5E5,48.57311,-89.295484,2,1,,Thunder Bay,ON,P7B5E5,2
P7A2H1,48.47097,-89.190539,2,1,,THUNDER BAY,ON,P7A2H1,2
P7B1L1,48.445206,-89.250051,2,1,,Thunder Bay,ON,P7B1L1,2
P7E5X7,48.382465,-89.277275,2,1,,Thunder Bay,ON,P7E5X7,2
P7B1M9,48.433127,-89.225363,2,1,,Thunder Bay,ON,P7B1M9,2
N0B2R0,43.321562,-80.832351,2,1,,TAVISTOCK,ON,N0B2R0,2
N7G4L7,42.960868,-81.621726,2,1,,Strathroy,ON,N7G4L7,2
N5A1H2,43.364905,-80.986262,2,1,,STRATFORD,ON,N5A1H2,2
N5A5Z8,43.380751,-80.992787,2,1,,Stratford,ON,N5A5Z8,2
L0S1S0,42.950223,-79.048768,2,1,,WELLAND,ON,L0S1S0,2
N5R5C5,42.764208,-81.177329,2,1,,ST THOMAS,ON,N5R5C5,2
L2N4X4,43.199256,-79.274285,2,1,,ST CATHARINES,ON,L2N4X4,2
L2N1S1,43.192696,-79.245841,2,1,,Saint Catharines,ON,L2N1S1,2
L2R1W1,43.170228,-79.243973,2,1,,Saint Catharines,ON,L2R1W1,2
L0R2A0,43.099452,-79.55273,2,1,,Smithville,ON,L0R2A0,2
N3Y3V4,42.840608,-80.307577,2,1,,Simcoe,ON,N3Y3V4,2
N7T7G3,42.971917,-82.376023,2,1,,Sarnia,ON,N7T7G3,2
N7T7H4,43.020958,-82.305753,2,1,,Sarnia,ON,N7T7H4,2
P0V2M0,51.019353,-93.828633,2,1,,red lake,ON,P0V2M0,2
L3K4M4,42.896135,-79.253397,2,1,,Port Colborne,ON,L3K4M4,2
N0B2H0,43.400303,-80.566583,2,1,,KITCHENER,ON,N0B2H0,2
K8A5Y8,45.820596,-77.120992,2,1,,Pembroke,ON,K8A5Y8,2
K8A6W7,45.847526,-77.235202,2,1,,PEMBROKE,ON,K8A6W7,2
K0J2E0,45.303778,-77.502293,2,1,,palmer rapids,ON,K0J2E0,2
K1M2B9,45.440108,-75.681115,2,1,,OTTAWA,ON,K1M2B9,2
L1J4V4,43.88097,-78.869374,2,1,,Oshawa,ON,L1J4V4,2
L9W1L4,43.915785,-80.113334,2,1,,Orangeville,ON,L9W1L4,2
M2M3R7,43.790123,-79.393201,2,1,,North York,ON,M2M3R7,2
P0T2J0,49.01608,-88.267591,2,1,,Nipigon,ON,P0T2J0,2
L2G3H1,43.070526,-79.109083,2,1,,Niagara Falls,ON,L2G3H1,2
N3A1J4,43.378033,-80.712784,2,1,,NEW HAMBURG,ON,N3A1J4,2
N0G2L1,43.982057,-80.739501,2,1,,MOUNT FOREST,ON,N0G2L1,2
N0K1N0,43.469086,-81.195649,2,1,,MITCHELL,ON,N0K1N0,2
L5G2E5,43.561741,-79.590608,2,1,,Mississauga,ON,L5G2E5,2
L4W1M4,43.624522,-79.605448,2,1,,Mississauga,ON,L4W1M4,2
N5W2W1,42.991456,-81.192482,2,1,,LONDON,ON,N5W2W1,2
N5X1L1,43.032682,-81.262519,2,1,,London,ON,N5X1L1,2
N6E1A1,42.941029,-81.254662,2,1,,London,ON,N6E1A1,2
N2A1N6,43.453562,-80.430991,2,1,,Kitchener,ON,N2A1N6,2
N2H1Z5,43.449532,-80.470668,2,1,,KITCHENER,ON,N2H1Z5,2
N2H4H9,43.440213,-80.494384,2,1,,Kitchener,ON,N2H4H9,2
N2M4Z2,43.425813,-80.504809,2,1,,Kitchener,ON,N2M4Z2,2
N2M1Y3,43.439233,-80.511414,2,1,,Kitchener,ON,N2M1Y3,2
N2H3M1,43.441525,-80.467023,2,1,,Kitchener,ON,N2H3M1,2
P2N3C4,48.14171,-80.03882,2,1,,Kirkland Lake,ON,P2N3C4,2
K7K7M1,44.26288,-76.450505,2,1,,KINGSTON,ON,K7K7M1,2
N2Z2X5,44.150373,-81.574164,2,1,,KINCARDINE,ON,N2Z2X5,2
P9N2A4,49.762495,-94.483872,2,1,,KENORA,ON,P9N2A4,2
K2K1S5,45.326215,-75.898553,2,1,,Kanata,ON,K2K1S5,2
P0T1W0,48.381608,-89.644685,2,1,,Kakabeka Falls,ON,P0T1W0,2
P0T1T0,49.409719,-91.65445,2,1,,IGNACE,ON,P0T1T0,2
N0R1G0,42.014821,-82.923277,2,1,,Harrow,ON,N0R1G0,2
N4N2P1,44.152139,-81.026469,2,1,,Hanover,ON,N4N2P1,2
L8K2N5,43.241827,-79.812522,2,1,,Hamilton,ON,L8K2N5,2
N1E6Z4,43.5804,-80.263518,2,1,,GUELPH,ON,N1E6Z4,2
L3M1T3,43.201127,-79.610714,2,1,,Grimsby,ON,L3M1T3,2
N0G1Y0,43.781004,-80.918486,2,1,,Gowanstown,ON,N0G1Y0,2
K0J1X0,45.577356,-77.249855,2,1,,GOLDEN LAKE,ON,K0J1X0,2
N7A3Z6,43.733005,-81.708556,2,1,,Goderich,ON,N7A3Z6,2
L7G4K6,43.64388,-79.895084,2,1,,GEORGETOWN,ON,L7G4K6,2
P9A2C4,48.610498,-93.392627,2,1,,Fort Frances,ON,P9A2C4,2
N0A1G0,42.85402,-79.924765,2,1,,Jarvis,ON,N0A1G0,2
N3B2K3,43.598792,-80.555165,2,1,,ELMIRA,ON,N3B2K3,2
N1A2X1,42.90324,-79.612061,2,1,,DUNNVILLE,ON,N1A2X1,2
N0H1K0,44.374554,-80.97307,2,1,,Chatsworth,ON,N0H1K0,2
N0M1N0,43.344755,-81.641333,2,1,,DASHWOOD,ON,N0M1N0,2
K9A3A2,43.960537,-78.177468,2,1,,Cobourg,ON,K9A3A2,2
N7L4K3,42.403757,-82.216326,2,1,,CHATHAM,ON,N7L4K3,2
L7P1X7,43.344826,-79.826524,2,1,,Burlington,ON,L7P1X7,2
L6T2E2,43.722273,-79.710425,2,1,,Brampton,ON,L6T2E2,2
L6X4W7,43.680899,-79.807474,2,1,,BRAMPTON,ON,L6X4W7,2
L3Z1M7,44.111927,-79.575373,2,1,,BRADFORD,ON,L3Z1M7,2
L1C3R2,43.905692,-78.691933,2,1,,BOWMANVILLE,ON,L1C3R2,2
L0R1B7,43.158511,-79.479013,2,1,,bEAMSVILLE,ON,L0R1B7,2
L4M2G9,44.400711,-79.652073,2,1,,Barrie,ON,L4M2G9,2
L4G5H2,43.995912,-79.487247,2,1,,AURORA,ON,L4G5H2,2
P0T1C0,48.761319,-91.617858,2,1,,Atikokan,ON,P0T1C0,2
N9V2Y9,42.137108,-83.056607,2,1,,AMHERSTBURG,ON,N9V2Y9,2
H4R1P8,45.494639,-73.707289,2,1,,SAINT-LAURENT,QC,H4R1P8,2
R7A7B9,49.840452,-99.921731,2,1,,Brandon,MB,R7A7B9,2
J3L3H3,45.447818,-73.269608,2,1,,CHAMBLY,QC,J3L3H3,2
M5J1S9,43.598858,-79.5039,2,1,,Toronto,ON,M5J1S9,2
B0M1G0,45.427865,-63.465393,2,1,,Debert,NS,B0M1G0,2
E1V2S6,46.996863,-65.560816,2,1,,Miramichi,NB,E1V2S6,2
L1J6B7,43.911442,-78.897591,2,1,,OSHAWA,ON,L1J6B7,2
R3H1H6,49.914384,-97.193777,2,1,,WINNIPEG,MB,R3H1H6,2
H2K2W3,45.534745,-73.553578,2,1,,MONTR問AL,QC,H2K2W3,2
B4D6F6,,0,0,,,,,B4D6F6,2
H2L3L5,45.518525,-73.559649,2,1,,MONTR問AL,QC,H2L3L5,2
T9A0A7,52.959858,-113.385836,2,1,,WETASKIWIN,AB,T9A0A7,2
T9A1X2,52.97047,-113.377183,2,1,,WETASKIWIN,AB,T9A1X2,2
T0H3S0,55.152777,-119.141856,2,1,,Wembley,AB,T0H3S0,2
T0L2B0,50.401011,-113.263931,2,1,,Vulcan,AB,T0L2B0,2
T9X1R2,53.358203,-110.84087,2,1,,VERMILION,AB,T9X1R2,2
T9C1L3,53.492459,-112.064053,2,1,,VEGREVILLE,AB,T9C1L3,2
T0M2C0,51.826322,-113.230843,2,1,,THREE HILLS,AB,T0M2C0,2
T0M2B0,51.791764,-113.604888,2,1,,TORRINGTON,AB,T0M2B0,2
T0E2H0,53.526189,-114.011581,2,1,,STONY PLAIN,AB,T0E2H0,2
T1G1G8,49.792003,-112.156002,2,1,,TABER,AB,T1G1G8,2
T4S1C8,52.307681,-114.088061,2,1,,SYLVAN LAKE,AB,T4S1C8,2
T7Z1C1,53.52834,-114.012311,2,1,,STONY PLAIN,AB,T7Z1C1,2
T8N3X9,53.638434,-113.585794,2,1,,ST. ALBERT,AB,T8N3X9,2
T7X3A2,53.543335,-113.897758,2,1,,SPRUCE GROVE,AB,T7X3A2,2
T0H3C0,55.350778,-118.779511,2,1,,Grande Prairie,AB,T0H3C0,2
T8S1A4,56.250644,-117.295653,2,1,,PEACE RIVER,AB,T8S1A4,2
T0K1M0,49.152887,-112.083345,2,1,,Milk River,AB,T0K1M0,2
T1B4A7,50.001447,-110.671666,2,1,,MEDICINE HAT,AB,T1B4A7,2
T0B2Y0,52.976659,-110.196541,2,1,,MCLAUGHLIN,AB,T0B2Y0,2
T0M1M0,52.125038,-114.170549,2,1,,MARKERVILLE,AB,T0M1M0,2
